loan_id,reporting_date,date_of_birth,age_years,age_band,duration,total_income,avg_monthly_income,avg_monthly_income_band,payment_due_date,days_past_due,risk_category,date,customer_age,total_paid,total_due_today,balance,closing_balance,advance,balance_due_to_date,arrears,balance_due_status,payment,expected_payment,first_payment,first_expected_payment,account_status_l1,account_status_l2,return_date,sale_date,credit_check_done,payment_amount,adjustment_amount,prepayment_amount,deposit,weekly_rate,credit_expiry,next_invoice_date,discount,overpayment_amount,max_payment_date,initial_pay,total_paid_with_adjustments_15d,snapshot_date_from_credit_file,source_file,unnamed_28,credit_snapshot_date,createdat_utc,received,persons_received_from_total,banks_received,paybills_received_others,income_record_count
reca1EDcH40N30VOW,2025-01-01,,,,,,,,2025-01-01,0,Medium,1/1/2025,400,57299,57399.0,0.0,0.0,0.0,-100.0,100.0,Arrears,0,0.0,0,0,Paid Off Loan,Paid Off,,11/28/2023,Y LOAN,,,0,7999.0,950.0,11/19/2024,1/7/2025,100.0,0.0,11/18/2024,8949,57299,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
receZPzpfNiNHhzRU,2025-01-01,,,,,,,,2025-01-01,0,Medium,1/1/2025,176,44279,44379.0,35980.0,0.0,0.0,-100.0,100.0,Arrears,0,0.0,0,0,Existing Active,Active,,7/9/2024,Y LOAN,,,0,8499.0,1380.0,12/31/2024,1/7/2025,0.0,0.0,6/28/2025,9879,44279,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
rec9DXiKM6ZlARdha,2025-01-01,,,,,,,,,0,Low,1/1/2025,152,17399,15819.0,15220.0,15220.0,1580.0,1580.0,0.0,advance,2100,0.0,0,0,Existing Active,Active,,8/2/2024,Y LOAN,2100.0,0.0,0,3499.0,560.0,1/17/2025,1/3/2025,0.0,0.0,5/7/2025,4059,17399,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recwOlbgZTiha7C6M,2025-01-01,,,,6.0,885739.0,147623.16666666666,"100,000-149,999",,0,Low,1/1/2025,22,6559,6559.0,30720.0,30720.0,0.0,0.0,0.0,up to date,0,0.0,0,0,New Active,Active,,12/10/2024,Y LOAN,,,0,3999.0,640.0,1/7/2025,1/7/2025,0.0,0.0,7/10/2025,4639,6559,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,425028.0,425033.0,26300.0,9378.0,1.0
recgjRHMBJcp0IAu5,2025-01-01,2002-03-10 21:00:00+00:00,22.8,18-25,,,,,,0,Low,1/1/2025,13,9099,9099.0,55000.0,55000.0,0.0,0.0,0.0,up to date,0,0.0,0,0,New Active,Active,,12/19/2024,Y LOAN,,,0,6899.0,1100.0,1/2/2025,1/2/2025,0.0,0.0,4/8/2025,7999,9099,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,2024-12-19 09:20:12.848000+00:00,,,,,
reckKmgUa4QhOp7hJ,2025-01-01,1999-10-01 21:00:00+00:00,25.3,26-35,11.0,626683.0,56971.181818181816,"50,000-99,999",2024-12-31,1,Medium,1/1/2025,36,11599,12619.0,47940.0,47940.0,0.0,-1020.0,1020.0,Arrears,0,0.0,0,0,Inactive 01-07,Inactive,,11/26/2024,Y LOAN,,,0,6499.0,1020.0,12/31/2024,1/7/2025,0.0,0.0,12/24/2024,7519,11599,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,2024-11-26 10:30:42.120000+00:00,149683.0,149683.0,327310.0,7.0,1.0
reccyUhCoByVTecSv,2025-01-01,,,,,,,,2023-11-16,412,Critical,1/1/2025,559,62099,121459.0,59360.0,59360.0,0.0,-59360.0,59360.0,Arrears,0,0.0,0,0,Write Off,PAR 30,,6/22/2023,Y LOAN,,,0,18499.0,1980.0,11/16/2023,1/2/2025,0.0,0.0,3/21/2025,22459,62099,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recZ2FDpRvvyo0qEV,2025-01-01,,,,,,,,,0,Low,1/1/2025,65,21249,17799.0,42330.0,0.0,3450.0,3450.0,0.0,advance,0,0.0,0,0,Existing Active,Active,,10/28/2024,Y LOAN,,,0,6899.0,1090.0,1/27/2025,1/6/2025,0.0,0.0,9/25/2025,7989,21249,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recDcy6Xbkml3fm8i,2025-01-01,2002-05-17 21:00:00+00:00,22.6,18-25,6.0,756570.5,126095.08333333333,"100,000-149,999",2024-12-16,16,Critical,1/1/2025,30,18079,23149.0,84500.0,84500.0,0.0,-5070.0,5070.0,Arrears,0,0.0,0,0,First Month Default without inventory over 30,FMD,1/15/2025,12/2/2024,Y LOAN,,,0,14699.0,1690.0,12/16/2024,1/6/2025,0.0,0.0,12/8/2024,16389,18079,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,2024-12-02 10:10:34.161000+00:00,230172.5,222986.0,205000.0,98412.0,1.0
recLYBnGxZ7BnjHIC,2025-01-01,,,,,,,,2024-06-12,203,Critical,1/1/2025,371,24129,44479.0,20350.0,20350.0,0.0,-20350.0,20350.0,Arrears,0,740.0,0,0,Write Off,PAR 30,,12/27/2023,Y LOAN,,,0,5999.0,740.0,6/12/2024,1/8/2025,0.0,0.0,7/18/2025,6739,24129,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
rec5Tl3rDxUGphoef,2025-01-01,,,,,,,,2025-01-01,0,High,1/1/2025,140,35999,37479.0,44260.0,0.0,0.0,-1480.0,1480.0,Arrears,0,1380.0,0,0,Existing Active,Active,,8/14/2024,Y LOAN,,,0,8499.0,1380.0,12/25/2024,1/8/2025,0.0,0.0,9/29/2025,9879,35999,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recE9RypjfI7Dewqz,2025-01-01,2002-06-04 21:00:00+00:00,22.6,18-25,6.0,102504.0,17084.0,"10,000-19,999",,0,Low,1/1/2025,25,9659,9659.0,45120.0,45120.0,0.0,0.0,0.0,up to date,0,0.0,0,0,New Active,Active,,12/7/2024,Y LOAN,,,0,5899.0,940.0,1/4/2025,1/4/2025,0.0,0.0,11/13/2025,6839,9659,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,2024-12-07 09:03:23.906000+00:00,49252.0,49252.0,4000.0,0.0,1.0
reckeRO6CC7KLjldi,2025-01-01,2001-12-28 21:00:00+00:00,23.0,18-25,12.0,668472.0,55706.0,"50,000-99,999",,0,Low,1/1/2025,9,7119,7119.0,43000.0,0.0,0.0,0.0,0.0,up to date,0,0.0,0,0,New Active,Active,,12/23/2024,Y LOAN,,,0,5399.0,860.0,1/6/2025,1/6/2025,0.0,0.0,12/16/2025,6259,7119,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,2024-12-23 06:06:09.812000+00:00,321691.0,320441.0,16780.0,9560.0,1.0
recROz7X4GAb7RqNH,2025-01-01,,,,,,,,2024-12-28,4,Medium,1/1/2025,193,47039,47139.0,33220.0,33220.0,0.0,-100.0,100.0,Arrears,0,0.0,0,0,Inactive 01-07,Inactive,,6/22/2024,Y LOAN,,,0,8499.0,1380.0,12/28/2024,1/4/2025,0.0,0.0,4/6/2025,9879,47039,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recrYVbUr1HxCTTfG,2025-01-01,,,,,,,,2025-01-01,0,Medium,1/1/2025,450,87339,87419.0,0.0,0.0,0.0,-80.0,80.0,Arrears,0,0.0,0,0,Paid Off Loan,Paid Off,,10/9/2023,Y LOAN,,,0,11499.0,1460.0,9/30/2024,1/6/2025,80.0,0.0,9/30/2024,12959,87339,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recWihZpnTJ9pAocQ,2025-01-01,2002-07-16 21:00:00+00:00,22.5,18-25,,,,,,0,Low,1/1/2025,81,16499,16499.0,0.0,0.0,0.0,0.0,0.0,up to date,0,0.0,0,0,Paid Off Cash,Paid Off,,10/12/2024,Y CASH,,,0,3299.0,510.0,10/19/2024,1/4/2025,0.0,0.0,10/12/2024,16499,16499,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,2024-11-26 10:23:35.124000+00:00,,,,,
reck1IzB7NsGnYaPQ,2025-01-01,,,,,,,,2025-01-01,0,High,1/1/2025,294,63999,65399.0,13100.0,0.0,0.0,-1400.0,1400.0,Arrears,0,1300.0,0,0,Existing Active,Active,,3/13/2024,Y LOAN,,,0,9499.0,1300.0,12/25/2024,1/8/2025,0.0,0.0,2/4/2025,10799,63999,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recH7bnT4c8ozTJYj,2025-01-01,,,,,,,,2023-08-28,492,Critical,1/1/2025,499,12519,90039.0,77520.0,77520.0,0.0,-77520.0,77520.0,Arrears,0,0.0,0,0,First Payment Default,FPD,,8/21/2023,Y LOAN,,,0,10999.0,1520.0,8/28/2023,1/6/2025,0.0,0.0,8/21/2023,12519,12519,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
reciFiJIJ6cTHnFWJ,2025-01-01,,,,,,,,2024-08-05,149,Critical,1/1/2025,506,70219,71439.0,1220.0,1220.0,0.0,-1220.0,1220.0,Arrears,0,0.0,0,0,Write Off,PAR 30,,8/14/2023,Y LOAN,,,0,7999.0,1220.0,8/5/2024,1/6/2025,0.0,0.0,7/31/2024,9219,70219,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recHORuMYSILoGmW4,2025-01-01,,,,,,,,2025-01-01,0,Medium,1/1/2025,131,29325,35409.0,48654.0,0.0,0.0,-6084.0,6084.0,Arrears,0,0.0,0,0,Existing Active,Active,,8/23/2024,Y LOAN,,,0,10899.0,1290.0,11/29/2024,1/3/2025,0.0,0.0,9/6/2025,12189,29325,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
rec4wjCRYFfWvvCMe,2025-01-01,,,,,,,,2024-11-18,44,High,1/1/2025,93,11280,17159.0,37799.0,37799.0,0.0,-5879.0,5879.0,Arrears,0,0.0,0,0,Blocked 31-60,PAR 30,,9/30/2024,Y LOAN,,,0,5399.0,840.0,11/18/2024,1/6/2025,0.0,0.0,11/11/2024,6239,11280,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
rechDfdXljJwfK9GY,2025-01-01,,,,,,,,2025-01-01,0,High,1/1/2025,318,38649,60599.0,28550.0,0.0,0.0,-21950.0,21950.0,Arrears,1100,0.0,0,0,Existing Active,Active,,2/18/2024,Y LOAN,1100.0,0.0,0,9999.0,1100.0,8/18/2024,1/5/2025,0.0,0.0,4/12/2025,11099,38649,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recy0hBnV9s1q01t8,2025-01-01,,,,,,,,,0,Low,1/1/2025,193,47469,47139.0,32790.0,0.0,330.0,330.0,0.0,advance,0,0.0,0,0,Existing Active,Active,,6/22/2024,Y LOAN,,,0,8499.0,1380.0,1/4/2025,1/4/2025,0.0,0.0,12/26/2025,9879,47469,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recC7bgLuZgKPpaZg,2025-01-01,,,,,,,,,0,Low,1/1/2025,145,23399,23099.0,24500.0,0.0,300.0,300.0,0.0,advance,0,0.0,0,0,Existing Active,Active,,8/9/2024,Y LOAN,,,0,6299.0,800.0,1/3/2025,1/3/2025,0.0,0.0,8/3/2025,7099,23399,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
rec24d0o52mebfRNP,2025-01-01,,,,,,,,2025-01-01,0,Medium,1/1/2025,399,44379,44479.0,0.0,0.0,0.0,-100.0,100.0,Arrears,0,0.0,0,0,Paid Off Loan,Paid Off,,11/29/2023,Y LOAN,,,0,5999.0,740.0,11/20/2024,1/8/2025,100.0,0.0,11/1/2024,6739,44379,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recN2wQAH6GG09G38,2025-01-01,,,,,,,,,0,Low,1/1/2025,165,45359,45359.0,38920.0,0.0,0.0,0.0,0.0,up to date,0,0.0,0,0,Existing Active,Active,,7/20/2024,Y LOAN,,,0,11999.0,1390.0,1/4/2025,1/4/2025,0.0,0.0,7/17/2025,13389,45359,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recW5PamWRLkRlhXd,2025-01-01,,,,,,,,2023-07-26,525,Critical,1/1/2025,525,8079,63159.0,55080.0,55080.0,0.0,-63159.0,63159.0,Arrears,0,1080.0,0,0,First 2 days Return,Return,7/28/2023,7/26/2023,Y LOAN,,,0,6999.0,1080.0,7/26/2023,1/8/2025,0.0,0.0,7/26/2023,8079,0,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recchqaSF9ui8ySm6,2025-01-01,,,,,,,,2024-11-20,42,High,1/1/2025,147,18299,23899.0,29600.0,29600.0,0.0,-5600.0,5600.0,Arrears,0,800.0,0,0,Blocked 31-60,PAR 30,,8/7/2024,Y LOAN,,,0,6299.0,800.0,11/20/2024,1/8/2025,0.0,0.0,3/6/2025,7099,18299,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recldxczz0ENgjBeu,2025-01-01,,,,,,,,,0,Low,1/1/2025,158,41342,40239.0,38917.0,38917.0,1103.0,1103.0,0.0,advance,0,0.0,0,0,Existing Active,Active,,7/27/2024,Y LOAN,,,0,8499.0,1380.0,1/4/2025,1/4/2025,0.0,0.0,3/3/2025,9879,41342,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recP9I1GQ2AOHIDjJ,2025-01-01,,,,,,,,2024-11-21,41,Critical,1/1/2025,62,7979,13139.0,42140.0,42140.0,0.0,-5160.0,5160.0,Arrears,0,0.0,0,0,First Month Default without inventory over 30,FMD,,10/31/2024,Y LOAN,,,0,5399.0,860.0,11/21/2024,1/2/2025,0.0,0.0,11/16/2024,6259,7979,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recYkYaYhNNHQUU24,2025-01-01,,,,,,,,,0,Low,1/1/2025,83,23009,21759.0,45950.0,0.0,1250.0,1250.0,0.0,advance,0,0.0,0,0,Existing Active,Active,,10/10/2024,Y LOAN,,,0,7599.0,1180.0,1/9/2025,1/2/2025,0.0,0.0,11/21/2025,8779,23009,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recphIRuUJ19kAKph,2025-01-01,,,,,,,,2024-11-16,46,High,1/1/2025,179,17799,21919.0,21540.0,21540.0,0.0,-4120.0,4120.0,Arrears,0,0.0,0,0,Blocked 31-60,PAR 30,,7/6/2024,Y LOAN,,,0,4499.0,670.0,11/16/2024,1/4/2025,0.0,0.0,11/16/2024,5169,17799,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recv8fLn2vf5SGfOS,2025-01-01,2000-02-01 21:00:00+00:00,24.9,18-25,6.0,176477.43,29412.905,"20,000-29,999",2024-12-31,1,Critical,1/1/2025,29,6559,7199.0,30720.0,30720.0,0.0,-640.0,640.0,Arrears,0,0.0,0,0,First Month Default without inventory 01-07,Inactive,7/22/2025,12/3/2024,Y LOAN,,,0,3999.0,640.0,12/31/2024,1/7/2025,0.0,0.0,3/23/2025,4639,6559,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,2024-11-26 10:23:34.466000+00:00,77683.29,57074.0,34563.0,7157.14,1.0
recpwzyBHRHd3xftY,2025-01-01,,,,,,,,2024-12-28,4,Medium,1/1/2025,60,11339,12019.0,34220.0,34220.0,0.0,-680.0,680.0,Arrears,0,0.0,0,0,Inactive 01-07,Inactive,2/28/2025,11/2/2024,Y LOAN,,,0,4999.0,780.0,12/28/2024,1/4/2025,0.0,0.0,2/20/2025,5779,11339,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
rec56D6hAodaa90R3,2025-01-01,,,,6.0,498998.65,83166.44166666667,"50,000-99,999",2024-12-16,16,Medium,1/1/2025,51,15999,20199.0,65800.0,65800.0,0.0,-4200.0,4200.0,Arrears,0,0.0,0,0,Inactive 15-30,PAR 7,,11/11/2024,Y LOAN,,,0,8999.0,1400.0,12/16/2024,1/6/2025,0.0,0.0,12/8/2024,10399,15999,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,270432.65,200106.0,18380.0,10080.0,1.0
rec4L237ntKF2qVnL,2025-01-01,,,,,,,,,0,Low,1/1/2025,480,52199,52199.0,0.0,0.0,0.0,0.0,0.0,up to date,0,0.0,0,0,Paid Off Loan,Paid Off,,9/9/2023,Y LOAN,,,0,7999.0,850.0,9/7/2024,1/4/2025,0.0,0.0,8/20/2024,8849,52199,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recgKQOuX78GXbDUW,2025-01-01,1999-05-31 21:00:00+00:00,25.6,26-35,,,,,,0,Low,1/1/2025,13,13519,12079.0,70560.0,0.0,1440.0,1440.0,0.0,advance,1440,0.0,0,0,New Active,Active,,12/19/2024,Y LOAN,1440.0,0.0,0,9199.0,1440.0,1/9/2025,1/2/2025,0.0,0.0,11/18/2025,10639,13519,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,2024-12-15 13:16:53.047000+00:00,,,,,
recWC5IPcFq0n0yWY,2025-01-01,,,,,,,,2025-01-01,0,Medium,1/1/2025,156,80509,82609.0,76630.0,0.0,0.0,-2100.0,2100.0,Arrears,0,0.0,0,0,Existing Active,Active,,7/29/2024,Y LOAN,,,0,23499.0,2570.0,12/30/2024,1/6/2025,0.0,0.0,9/5/2025,26069,80509,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recpDjlbx0oa1fmRU,2025-01-01,,,,6.0,639654.0,106609.0,"100,000-149,999",2024-11-18,44,Critical,1/1/2025,51,10399,20199.0,71400.0,71400.0,0.0,-9800.0,9800.0,Arrears,0,0.0,0,0,First Payment Default,FPD,,11/11/2024,Y LOAN,,,0,8999.0,1400.0,11/18/2024,1/6/2025,0.0,0.0,11/11/2024,10399,10399,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,173660.0,173660.0,289834.0,2500.0,1.0
recQuPJtNMa792yZK,2025-01-01,,,,,,,,2023-11-16,412,Critical,1/1/2025,433,8219,44479.0,36260.0,36260.0,0.0,-36260.0,36260.0,Arrears,0,0.0,0,0,First Month Default with inventory,Return,11/17/2023,10/26/2023,Y LOAN,,,0,5999.0,740.0,11/16/2023,1/2/2025,0.0,0.0,11/9/2023,6739,8219,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
rec8acu3uHEhpC7Z7,2025-01-01,,,,,,,,2024-02-10,326,Critical,1/1/2025,340,10919,56039.0,48000.0,48000.0,0.0,-45120.0,45120.0,Arrears,0,0.0,0,0,First Month Default without inventory over 30,FMD,,1/27/2024,Y LOAN,,,0,8999.0,960.0,2/10/2024,1/4/2025,0.0,0.0,2/8/2024,9959,10919,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recpKY0DSiaph2t1v,2025-01-01,,,,,,,,2025-01-01,0,Medium,1/1/2025,363,63019,64039.0,1020.0,0.0,0.0,-1020.0,1020.0,Arrears,0,0.0,0,0,Existing Active,Active,,1/4/2024,Y LOAN,,,0,10999.0,1020.0,12/26/2024,1/2/2025,0.0,0.0,1/9/2025,12019,63019,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
reclZYhVpQAmkbUvU,2025-01-01,,,,,,,,2023-10-10,449,Critical,1/1/2025,449,11333,44479.0,33146.0,33146.0,0.0,-44479.0,44479.0,Arrears,0,0.0,0,0,First 2 days Return,Return,10/11/2023,10/10/2023,Y LOAN,,,0,5999.0,740.0,10/10/2023,1/7/2025,0.0,0.0,10/10/2023,6739,0,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
reckB5urP6q2Y6SRX,2025-01-01,,,,,,,,,0,Low,1/1/2025,37,22700,20439.0,73179.0,0.0,2261.0,2261.0,0.0,advance,0,0.0,0,0,Existing Active,Active,,11/25/2024,Y LOAN,,,0,10599.0,1640.0,1/13/2025,1/6/2025,0.0,0.0,11/20/2025,12239,22700,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recl0HAKoiXiPPkia,2025-01-01,2000-01-25 21:00:00+00:00,24.9,18-25,5.0,329870.0,65974.0,"50,000-99,999",,0,Low,1/1/2025,3,14839,14839.0,78540.0,0.0,0.0,0.0,0.0,up to date,0,0.0,0,0,New Active,Active,,12/29/2024,Y LOAN,,,0,13299.0,1540.0,1/5/2025,1/5/2025,0.0,0.0,12/10/2025,14839,14839,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,2024-12-29 09:58:33.498000+00:00,39460.0,39460.0,99900.0,151050.0,1.0
recIGKlV2UeQ9o6Ut,2025-01-01,,,,,,,,,0,Low,1/1/2025,433,58439,58439.0,0.0,0.0,0.0,0.0,0.0,up to date,0,0.0,0,0,Paid Off Loan,Paid Off,,10/26/2023,Y LOAN,,,0,7999.0,970.0,10/24/2024,1/2/2025,0.0,0.0,12/28/2024,8969,58439,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recyR4vBp2La1gh6w,2025-01-01,,,,,,,,,0,Low,1/1/2025,174,36529,36499.0,31290.0,31290.0,30.0,30.0,0.0,advance,0,0.0,0,0,Existing Active,Active,,7/11/2024,Y LOAN,,,0,7499.0,1160.0,1/2/2025,1/2/2025,0.0,0.0,2/20/2025,8659,36529,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recIP1GUDxUlGXTUZ,2025-01-01,1995-05-14 21:00:00+00:00,29.6,26-35,,,,,2024-12-14,18,Critical,1/1/2025,39,11009,14519.0,57330.0,57330.0,0.0,-3510.0,3510.0,Arrears,0,0.0,0,0,First Month Default without inventory over 30,FMD,,11/23/2024,Y LOAN,,,0,7499.0,1170.0,12/14/2024,1/4/2025,0.0,0.0,12/12/2024,8669,11009,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,2024-11-20 07:34:55.882000+00:00,,,,,
recXgHVg0ahEJuK1V,2025-01-01,,,,,,,,2024-12-03,29,Medium,1/1/2025,260,32559,36659.0,15580.0,15580.0,0.0,-4100.0,4100.0,Arrears,0,0.0,0,0,Inactive 15-30,PAR 7,,4/16/2024,Y LOAN,,,0,5499.0,820.0,12/3/2024,1/7/2025,0.0,0.0,11/26/2024,6319,32559,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recMBN6RpzwFd1nG8,2025-01-01,1996-07-18 21:00:00+00:00,28.5,26-35,,,,,,0,Low,1/1/2025,13,45269,41439.0,129670.0,129670.0,3830.0,3830.0,0.0,advance,1000,0.0,0,0,New Active,Active,,12/19/2024,Y LOAN,1000.0,0.0,0,36099.0,2670.0,1/9/2025,1/2/2025,0.0,0.0,3/20/2025,38769,45269,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,2024-12-19 06:28:10.875000+00:00,,,,,
recyAV2XcD0kS3dwy,2025-01-01,,,,,,,,2024-10-03,90,Critical,1/1/2025,111,6759,16119.0,35280.0,35280.0,0.0,-9360.0,9360.0,Arrears,0,0.0,0,0,First Month Default without inventory over 30,FMD,,9/12/2024,Y LOAN,,,0,4599.0,720.0,10/3/2024,1/2/2025,0.0,0.0,11/18/2024,5319,6759,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recfYEVClz3TZMOz7,2025-01-01,,,,,,,,,0,Low,1/1/2025,250,55157,53859.0,18862.0,0.0,1298.0,1298.0,0.0,advance,0,0.0,0,0,Existing Active,Active,,4/26/2024,Y LOAN,,,0,8499.0,1260.0,1/10/2025,1/3/2025,0.0,0.0,4/12/2025,9759,55157,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recvljAtPUrHtHCZI,2025-01-01,,,,,,,,2024-07-04,181,Critical,1/1/2025,265,15339,36659.0,32800.0,32800.0,0.0,-21320.0,21320.0,Arrears,0,0.0,0,0,Write Off,PAR 30,,4/11/2024,Y LOAN,,,0,5499.0,820.0,7/4/2024,1/2/2025,0.0,0.0,6/27/2024,6319,15339,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recetTJTdC7Y6goui,2025-01-01,,,,,,,,2025-01-01,0,Medium,1/1/2025,266,57539,57639.0,16480.0,16480.0,0.0,-100.0,100.0,Arrears,1260,1260.0,0,0,Existing Active,Active,,4/10/2024,Y LOAN,1260.0,0.0,0,8499.0,1260.0,1/1/2025,1/8/2025,0.0,0.0,1/9/2025,9759,57539,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recA6Z2CXtZtTIei4,2025-01-01,,,,,,,,2024-04-02,274,Critical,1/1/2025,281,10800,61799.0,65299.0,65299.0,0.0,-50999.0,50999.0,Arrears,0,0.0,0,0,First Payment Default,FPD,,3/26/2024,Y LOAN,,,0,8499.0,1300.0,4/2/2024,1/7/2025,0.0,0.0,3/26/2024,9799,10800,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
rec9OoLMUF6YQ1pCY,2025-01-01,1996-05-04 21:00:00+00:00,28.7,26-35,,,,,,0,Low,1/1/2025,16,9719,8559.0,43920.0,0.0,1160.0,1160.0,0.0,advance,0,0.0,0,0,New Active,Active,,12/16/2024,Y LOAN,,,0,5799.0,920.0,1/13/2025,1/6/2025,0.0,0.0,12/10/2025,6719,9719,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,2024-12-15 14:21:11.506000+00:00,,,,,
recupq1yKgPiaTHuz,2025-01-01,,,,,,,,,0,Low,1/1/2025,179,42499,42499.0,0.0,0.0,0.0,0.0,0.0,up to date,0,0.0,0,0,Paid Off Cash,Paid Off,,7/6/2024,Y CASH,,,0,7499.0,1160.0,7/13/2024,1/4/2025,0.0,0.0,7/6/2024,42499,42499,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recCG80pwH5YIZwVp,2025-01-01,,,,,,,,,0,Low,1/1/2025,125,29060,28379.0,38659.0,0.0,781.0,781.0,0.0,advance,0,0.0,0,0,Existing Active,Active,,8/29/2024,Y LOAN,,,0,7499.0,1160.0,1/2/2025,1/2/2025,0.0,0.0,9/22/2025,8659,29160,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
reca1ZRqxSBCWs922,2025-01-01,,,,,,,,2024-04-23,253,Critical,1/1/2025,260,9809,57899.0,66290.0,66290.0,0.0,-48090.0,48090.0,Arrears,0,0.0,0,0,First Payment Default,FPD,,4/16/2024,Y LOAN,,,0,8499.0,1300.0,4/23/2024,1/7/2025,0.0,0.0,4/16/2024,9799,9809,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
reckh64GX6G6alm8x,2025-01-01,,,,,,,,2025-01-01,0,Medium,1/1/2025,377,44379,44479.0,0.0,0.0,0.0,-100.0,100.0,Arrears,0,0.0,0,0,Paid Off Loan,Paid Off,,12/21/2023,Y LOAN,,,0,5999.0,740.0,12/12/2024,1/2/2025,100.0,0.0,12/6/2024,6739,44379,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
recTH7mMkWttuSPL8,2025-01-01,,,,,,,,2024-06-03,212,Critical,1/1/2025,212,0,29489.0,46079.0,46079.0,0.0,-29489.0,29489.0,Arrears,0,0.0,0,0,First Payment Default,FPD,,6/3/2024,Y LOAN,,,0,4999.0,790.0,6/3/2024,1/6/2025,0.0,0.0,,5789,0,2025-01-01,Credit Data - 01-01-2025.csv,,2025-01-01,,,,,,
