is_delinquent,responses,avg_nps,detractor_rate,payment_delay_rate,phone_lock_rate,support_difficulty_rate
False,3065,7.0186,0.3432,0.2977223427331887,0.2735202492211838,0.28271604938271605
True,920,5.9815,0.4533,0.3275862068965517,0.2917647058823529,0.35294117647058826
